No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
4364,2010,7,1,19,2,,,,40.0,20.0,78.0,1000.0,24.0,NW,7.15,0.0,0.0
4365,2010,7,1,20,2,,,,36.0,20.0,78.0,1000.0,24.0,NW,11.17,0.0,0.0
4366,2010,7,1,21,2,,,,27.0,20.0,83.0,1000.0,23.0,NE,1.79,0.0,0.0
4367,2010,7,1,22,2,,,,37.0,20.0,88.0,1000.0,22.0,NW,3.13,0.0,0.0
4368,2010,7,1,23,2,,,,46.0,19.0,83.0,1000.0,22.0,NW,4.92,0.0,0.0
4369,2010,7,2,0,2,,,,43.0,19.0,78.0,1000.0,23.0,NW,8.05,0.0,0.0
4370,2010,7,2,1,2,,,,37.0,20.0,88.0,1000.0,22.0,NW,12.07,0.0,0.0
4371,2010,7,2,2,2,,,,40.0,19.0,83.0,1000.0,22.0,NW,16.09,0.0,0.0
4372,2010,7,2,3,2,,,,45.0,18.0,82.0,999.0,21.0,NW,19.22,0.0,0.0
4373,2010,7,2,4,2,,,,17.0,19.0,88.0,1000.0,21.0,NW,23.24,0.0,0.0
4374,2010,7,2,5,2,,,,11.0,18.0,88.0,1000.0,20.0,NW,28.16,0.0,0.0
4375,2010,7,2,6,2,,,,17.0,19.0,88.0,1000.0,21.0,NW,29.95,0.0,0.0
4376,2010,7,2,7,2,,,,20.0,20.0,83.0,1000.0,23.0,NW,31.74,0.0,0.0
4377,2010,7,2,8,2,,,,29.0,19.0,69.0,1001.0,25.0,NW,35.76,0.0,0.0
4378,2010,7,2,9,2,,,,34.0,19.0,61.0,1001.0,27.0,NE,3.13,0.0,0.0
4379,2010,7,2,10,2,,,,40.0,18.0,48.0,1000.0,30.0,cv,0.89,0.0,0.0
4380,2010,7,2,11,2,,,,23.0,18.0,43.0,1000.0,32.0,cv,2.68,0.0,0.0
4381,2010,7,2,12,2,,,,17.0,16.0,34.0,1000.0,34.0,cv,4.47,0.0,0.0
4382,2010,7,2,13,2,,,,14.0,15.0,30.0,999.0,35.0,cv,6.26,0.0,0.0
4383,2010,7,2,14,2,,,,12.0,14.0,26.0,999.0,36.0,cv,8.05,0.0,0.0
4384,2010,7,2,15,2,,,,13.0,13.0,23.0,999.0,37.0,SE,3.13,0.0,0.0
4385,2010,7,2,16,2,,,,14.0,12.0,22.0,998.0,37.0,cv,1.79,0.0,0.0
4386,2010,7,2,17,2,,,,15.0,11.0,20.0,998.0,37.0,cv,4.92,0.0,0.0
4387,2010,7,2,18,2,,,,31.0,13.0,25.0,998.0,36.0,cv,5.81,0.0,0.0
4388,2010,7,2,19,2,,,,34.0,16.0,36.0,999.0,33.0,SE,4.92,0.0,0.0
4389,2010,7,2,20,2,,,,35.0,16.0,40.0,999.0,31.0,SE,8.94,0.0,0.0
4390,2010,7,2,21,2,,,,33.0,17.0,48.0,1000.0,29.0,SE,12.07,0.0,0.0
4391,2010,7,2,22,2,,,,41.0,18.0,54.0,1000.0,28.0,cv,0.89,0.0,0.0
4392,2010,7,2,23,2,,,,34.0,19.0,65.0,1000.0,26.0,cv,1.78,0.0,0.0
4393,2010,7,3,0,2,,,,43.0,19.0,69.0,1001.0,25.0,NE,0.89,0.0,0.0
4394,2010,7,3,1,2,,,,54.0,20.0,73.0,1000.0,25.0,cv,0.89,0.0,0.0
4395,2010,7,3,2,2,,,,73.0,20.0,78.0,1000.0,24.0,cv,1.78,0.0,0.0
4396,2010,7,3,3,2,,,,94.0,20.0,78.0,1000.0,24.0,NW,0.89,0.0,0.0
4397,2010,7,3,4,2,,,,90.0,21.0,88.0,1000.0,23.0,cv,0.89,0.0,0.0
4398,2010,7,3,5,2,,,,55.0,20.0,78.0,1001.0,24.0,NE,0.89,0.0,0.0
4399,2010,7,3,6,2,,,,50.0,20.0,73.0,1001.0,25.0,cv,0.89,0.0,0.0
4400,2010,7,3,7,2,,,,73.0,21.0,69.0,1002.0,27.0,cv,1.78,0.0,0.0
4401,2010,7,3,8,2,,,,77.0,22.0,69.0,1002.0,28.0,cv,2.67,0.0,0.0
4402,2010,7,3,9,2,,,,89.0,21.0,62.0,1001.0,29.0,SE,1.79,0.0,0.0
4403,2010,7,3,10,2,,,,93.0,20.0,52.0,1001.0,31.0,cv,1.79,0.0,0.0
4404,2010,7,3,11,2,,,,100.0,20.0,46.0,1001.0,33.0,NE,1.79,0.0,0.0
4405,2010,7,3,12,2,,,,95.0,20.0,41.0,1000.0,35.0,cv,1.79,0.0,0.0
4406,2010,7,3,13,2,,,,88.0,19.0,36.0,1000.0,36.0,SE,3.13,0.0,0.0
4407,2010,7,3,14,2,,,,85.0,17.0,30.0,999.0,37.0,SE,6.26,0.0,0.0
4408,2010,7,3,15,2,,,,68.0,16.0,28.0,998.0,37.0,SE,9.39,0.0,0.0
4409,2010,7,3,16,2,,,,72.0,16.0,27.0,998.0,38.0,SE,13.41,0.0,0.0
4410,2010,7,3,17,2,,,,57.0,17.0,30.0,998.0,37.0,SE,17.43,0.0,0.0
4411,2010,7,3,18,2,,,,48.0,17.0,30.0,998.0,37.0,SE,20.56,0.0,0.0
4412,2010,7,3,19,2,,,,37.0,17.0,36.0,998.0,34.0,SE,22.35,0.0,0.0
4413,2010,7,3,20,2,,,,67.0,17.0,38.0,998.0,33.0,SE,23.24,0.0,0.0
4414,2010,7,3,21,2,,,,54.0,18.0,48.0,999.0,30.0,SE,25.03,0.0,0.0
4415,2010,7,3,22,2,,,,59.0,20.0,55.0,999.0,30.0,SE,26.82,0.0,0.0
4416,2010,7,3,23,2,,,,79.0,21.0,58.0,1000.0,30.0,SE,30.84,0.0,0.0
4417,2010,7,4,0,2,,,,94.0,22.0,65.0,1000.0,29.0,SE,34.86,0.0,0.0
4418,2010,7,4,1,2,,,,127.0,21.0,65.0,1000.0,28.0,cv,0.89,0.0,0.0
4419,2010,7,4,2,2,,,,153.0,21.0,69.0,1000.0,27.0,SE,1.79,0.0,0.0
4420,2010,7,4,3,2,,,,168.0,21.0,69.0,1000.0,27.0,NE,1.79,0.0,0.0
4421,2010,7,4,4,2,,,,161.0,20.0,69.0,1000.0,26.0,cv,0.89,0.0,0.0
4422,2010,7,4,5,2,,,,145.0,20.0,69.0,1000.0,26.0,cv,1.78,0.0,0.0
4423,2010,7,4,6,2,,,,127.0,21.0,73.0,1001.0,26.0,NW,0.89,0.0,0.0
4424,2010,7,4,7,2,,,,119.0,21.0,65.0,1001.0,28.0,cv,0.89,0.0,0.0
4425,2010,7,4,8,2,,,,103.0,20.0,58.0,1001.0,29.0,NW,1.79,0.0,0.0
4426,2010,7,4,9,2,,,,100.0,20.0,55.0,1001.0,30.0,NW,5.81,0.0,0.0
4427,2010,7,4,10,2,,,,78.0,20.0,55.0,1001.0,30.0,NW,7.6,0.0,0.0
4428,2010,7,4,11,2,,,,77.0,22.0,65.0,1001.0,29.0,cv,0.89,0.0,0.0
4429,2010,7,4,12,2,,,,58.0,19.0,43.0,1000.0,33.0,cv,1.78,0.0,0.0
4430,2010,7,4,13,2,,,,47.0,14.0,25.0,1000.0,37.0,SE,3.13,0.0,0.0
4431,2010,7,4,14,2,,,,43.0,15.0,27.0,999.0,37.0,SE,6.26,0.0,0.0
4432,2010,7,4,15,2,,,,66.0,14.0,24.0,998.0,38.0,cv,3.13,0.0,0.0
4433,2010,7,4,16,2,,,,56.0,18.0,32.0,998.0,37.0,SE,5.81,0.0,0.0
4434,2010,7,4,17,2,,,,51.0,17.0,30.0,998.0,37.0,SE,10.73,0.0,0.0
4435,2010,7,4,18,2,,,,60.0,16.0,30.0,997.0,36.0,SE,15.65,0.0,0.0
4436,2010,7,4,19,2,,,,61.0,18.0,38.0,998.0,34.0,SE,18.78,0.0,0.0
4437,2010,7,4,20,2,,,,66.0,19.0,48.0,998.0,31.0,SE,21.91,0.0,0.0
4438,2010,7,4,21,2,,,,77.0,20.0,55.0,999.0,30.0,SE,23.7,0.0,0.0
4439,2010,7,4,22,2,,,,87.0,20.0,58.0,1000.0,29.0,SE,25.49,0.0,0.0
4440,2010,7,4,23,2,,,,105.0,20.0,58.0,1000.0,29.0,SE,27.28,0.0,0.0
4441,2010,7,5,0,2,,,,117.0,20.0,65.0,1000.0,27.0,cv,0.89,0.0,0.0
4442,2010,7,5,1,2,,,,122.0,20.0,69.0,1001.0,26.0,cv,1.78,0.0,0.0
4443,2010,7,5,2,2,,,,132.0,21.0,78.0,1001.0,25.0,NE,0.89,0.0,0.0
4444,2010,7,5,3,2,,,,114.0,21.0,83.0,1001.0,24.0,NW,0.89,0.0,0.0
4445,2010,7,5,4,2,,,,104.0,20.0,78.0,1001.0,24.0,NW,2.68,0.0,0.0
4446,2010,7,5,5,2,,,,78.0,19.0,78.0,1002.0,23.0,NW,5.81,0.0,0.0
4447,2010,7,5,6,2,,,,59.0,20.0,78.0,1002.0,24.0,NW,9.83,0.0,0.0
4448,2010,7,5,7,2,,,,35.0,15.0,45.0,1002.0,28.0,NW,12.96,0.0,0.0
4449,2010,7,5,8,2,,,,31.0,13.0,33.0,1003.0,31.0,NW,16.98,0.0,0.0
4450,2010,7,5,9,2,,,,15.0,11.0,26.0,1002.0,33.0,NW,21.0,0.0,0.0
4451,2010,7,5,10,2,,,,15.0,11.0,23.0,1001.0,35.0,NW,22.79,0.0,0.0
4452,2010,7,5,11,2,,,,13.0,9.0,17.0,1001.0,38.0,cv,1.79,0.0,0.0
4453,2010,7,5,12,2,,,,11.0,7.0,14.0,1000.0,39.0,NW,3.13,0.0,0.0
4454,2010,7,5,13,2,,,,8.0,7.0,13.0,999.0,40.0,NW,8.05,0.0,0.0
4455,2010,7,5,14,2,,,,10.0,6.0,12.0,998.0,40.0,NW,12.07,0.0,0.0
4456,2010,7,5,15,2,,,,13.0,5.0,11.0,998.0,41.0,NW,20.12,0.0,0.0
4457,2010,7,5,16,2,,,,12.0,5.0,11.0,997.0,41.0,NW,28.17,0.0,0.0
4458,2010,7,5,17,2,,,,9.0,5.0,11.0,997.0,41.0,NW,33.09,0.0,0.0
4459,2010,7,5,18,2,,,,21.0,4.0,11.0,997.0,40.0,NW,34.88,0.0,0.0
4460,2010,7,5,19,2,,,,20.0,9.0,19.0,997.0,36.0,NW,38.01,0.0,0.0
4461,2010,7,5,20,2,,,,34.0,12.0,27.0,997.0,33.0,NW,39.8,0.0,0.0
4462,2010,7,5,21,2,,,,32.0,8.0,21.0,998.0,33.0,NW,41.59,0.0,0.0
4463,2010,7,5,22,2,,,,44.0,12.0,34.0,998.0,29.0,cv,0.45,0.0,0.0
4464,2010,7,5,23,2,,,,62.0,15.0,50.0,998.0,26.0,cv,1.34,0.0,0.0
4465,2010,7,6,0,2,,,,34.0,14.0,44.0,999.0,27.0,NE,3.13,0.0,0.0
4466,2010,7,6,1,2,,,,24.0,10.0,36.0,999.0,26.0,NW,3.13,0.0,0.0
4467,2010,7,6,2,2,,,,25.0,8.0,28.0,1000.0,28.0,NW,7.15,0.0,0.0
4468,2010,7,6,3,2,,,,28.0,9.0,30.0,1000.0,28.0,NW,11.17,0.0,0.0
4469,2010,7,6,4,2,,,,28.0,9.0,34.0,1000.0,26.0,NW,12.96,0.0,0.0
4470,2010,7,6,5,2,,,,24.0,12.0,49.0,1001.0,23.0,NE,0.89,0.0,0.0
4471,2010,7,6,6,2,,,,22.0,13.0,44.0,1001.0,26.0,NW,3.13,0.0,0.0
4472,2010,7,6,7,2,,,,21.0,10.0,28.0,1002.0,30.0,NW,7.15,0.0,0.0
4473,2010,7,6,8,2,,,,27.0,10.0,25.0,1002.0,32.0,NW,10.28,0.0,0.0
4474,2010,7,6,9,2,,,,19.0,8.0,20.0,1002.0,34.0,NE,3.13,0.0,0.0
4475,2010,7,6,10,2,,,,4.0,8.0,18.0,1002.0,36.0,NW,1.79,0.0,0.0
4476,2010,7,6,11,2,,,,2.0,6.0,14.0,1002.0,38.0,cv,1.79,0.0,0.0
4477,2010,7,6,12,2,,,,3.0,5.0,13.0,1001.0,38.0,cv,3.58,0.0,0.0
4478,2010,7,6,13,2,,,,9.0,6.0,12.0,1000.0,40.0,cv,6.71,0.0,0.0
4479,2010,7,6,14,2,,,,7.0,7.0,13.0,999.0,40.0,SE,3.13,0.0,0.0
4480,2010,7,6,15,2,,,,21.0,6.0,12.0,999.0,41.0,SE,7.15,0.0,0.0
4481,2010,7,6,16,2,,,,23.0,6.0,12.0,998.0,40.0,SE,12.96,0.0,0.0
4482,2010,7,6,17,2,,,,17.0,7.0,14.0,998.0,39.0,SE,18.77,0.0,0.0
4483,2010,7,6,18,2,,,,25.0,8.0,17.0,999.0,37.0,SE,23.69,0.0,0.0
4484,2010,7,6,19,2,,,,36.0,10.0,20.0,999.0,36.0,SE,27.71,0.0,0.0
4485,2010,7,6,20,2,,,,50.0,12.0,24.0,999.0,35.0,SE,33.52,0.0,0.0
4486,2010,7,6,21,2,,,,44.0,12.0,29.0,1000.0,32.0,SE,35.31,0.0,0.0
4487,2010,7,6,22,2,,,,59.0,18.0,48.0,1001.0,30.0,SE,42.46,0.0,0.0
4488,2010,7,6,23,2,,,,47.0,18.0,57.0,1002.0,27.0,SE,49.61,0.0,0.0
4489,2010,7,7,0,2,,,,24.0,15.0,50.0,1003.0,26.0,SE,55.42,0.0,0.0
4490,2010,7,7,1,2,,,,29.0,14.0,50.0,1003.0,25.0,SE,58.55,0.0,0.0
4491,2010,7,7,2,2,,,,35.0,14.0,50.0,1003.0,25.0,cv,0.89,0.0,0.0
4492,2010,7,7,3,2,,,,45.0,14.0,50.0,1003.0,25.0,cv,1.78,0.0,0.0
4493,2010,7,7,4,2,,,,52.0,15.0,60.0,1003.0,23.0,NW,0.89,0.0,0.0
4494,2010,7,7,5,2,,,,46.0,15.0,60.0,1003.0,23.0,cv,0.89,0.0,0.0
4495,2010,7,7,6,2,,,,46.0,15.0,53.0,1004.0,25.0,cv,1.34,0.0,0.0
4496,2010,7,7,7,2,,,,49.0,15.0,47.0,1004.0,27.0,SE,1.79,0.0,0.0
4497,2010,7,7,8,2,,,,39.0,15.0,47.0,1004.0,27.0,SE,4.92,0.0,0.0
4498,2010,7,7,9,2,,,,54.0,15.0,45.0,1004.0,28.0,SE,8.94,0.0,0.0
4499,2010,7,7,10,2,,,,57.0,16.0,48.0,1004.0,28.0,SE,10.73,0.0,0.0
4500,2010,7,7,11,2,,,,59.0,16.0,45.0,1004.0,29.0,SE,12.52,0.0,0.0
4501,2010,7,7,12,2,,,,69.0,16.0,45.0,1004.0,29.0,SE,15.65,0.0,0.0
4502,2010,7,7,13,2,,,,79.0,16.0,42.0,1004.0,30.0,SE,17.44,0.0,0.0
4503,2010,7,7,14,2,,,,79.0,17.0,45.0,1004.0,30.0,cv,0.89,0.0,0.0
4504,2010,7,7,15,2,,,,61.0,17.0,45.0,1004.0,30.0,SE,1.79,0.0,0.0
4505,2010,7,7,16,2,,,,65.0,17.0,45.0,1004.0,30.0,NE,1.79,0.0,0.0
4506,2010,7,7,17,2,,,,68.0,18.0,48.0,1004.0,30.0,cv,1.79,0.0,0.0
4507,2010,7,7,18,2,,,,76.0,18.0,51.0,1005.0,29.0,SE,1.79,0.0,0.0
4508,2010,7,7,19,2,,,,79.0,18.0,51.0,1005.0,29.0,cv,0.89,0.0,0.0
4509,2010,7,7,20,2,,,,80.0,19.0,58.0,1005.0,28.0,NE,1.79,0.0,0.0
4510,2010,7,7,21,2,,,,67.0,18.0,57.0,1007.0,27.0,SE,4.02,0.0,0.0
4511,2010,7,7,22,2,,,,61.0,17.0,54.0,1007.0,27.0,SE,8.94,0.0,0.0
4512,2010,7,7,23,2,,,,52.0,17.0,57.0,1007.0,26.0,SE,10.73,0.0,0.0
4513,2010,7,8,0,2,,,,55.0,17.0,61.0,1006.0,25.0,SE,12.52,0.0,0.0
4514,2010,7,8,1,2,,,,45.0,17.0,61.0,1007.0,25.0,SE,16.54,0.0,0.0
4515,2010,7,8,2,2,,,,50.0,17.0,61.0,1007.0,25.0,SE,19.67,0.0,0.0
4516,2010,7,8,3,2,,,,52.0,17.0,61.0,1007.0,25.0,SE,21.46,0.0,0.0
4517,2010,7,8,4,2,,,,52.0,17.0,68.0,1007.0,23.0,SE,23.25,0.0,0.0
4518,2010,7,8,5,2,,,,46.0,17.0,73.0,1007.0,22.0,cv,0.89,0.0,0.0
4519,2010,7,8,6,2,,,,63.0,18.0,73.0,1007.0,23.0,cv,1.34,0.0,0.0
4520,2010,7,8,7,2,,,,74.0,18.0,61.0,1008.0,26.0,cv,2.23,0.0,0.0
4521,2010,7,8,8,2,,,,77.0,17.0,54.0,1008.0,27.0,NE,1.79,0.0,0.0
4522,2010,7,8,9,2,,,,71.0,17.0,48.0,1008.0,29.0,NE,3.58,0.0,0.0
4523,2010,7,8,10,2,,,,49.0,16.0,40.0,1007.0,31.0,NW,3.13,0.0,0.0
4524,2010,7,8,11,2,,,,31.0,14.0,31.0,1006.0,33.0,NW,6.26,0.0,0.0
4525,2010,7,8,12,2,,,,28.0,12.0,24.0,1005.0,35.0,SE,1.79,0.0,0.0
4526,2010,7,8,13,2,,,,21.0,11.0,23.0,1004.0,35.0,SE,3.58,0.0,0.0
4527,2010,7,8,14,2,,,,21.0,11.0,22.0,1004.0,36.0,cv,1.79,0.0,0.0
4528,2010,7,8,15,2,,,,14.0,11.0,22.0,1003.0,36.0,cv,4.92,0.0,0.0
4529,2010,7,8,16,2,,,,23.0,11.0,20.0,1003.0,37.0,SE,3.13,0.0,0.0
4530,2010,7,8,17,2,,,,31.0,10.0,20.0,1003.0,36.0,cv,1.79,0.0,0.0
4531,2010,7,8,18,2,,,,32.0,10.0,20.0,1003.0,36.0,SE,3.13,0.0,0.0
4532,2010,7,8,19,2,,,,32.0,11.0,24.0,1003.0,34.0,SE,8.94,0.0,0.0
4533,2010,7,8,20,2,,,,33.0,11.0,27.0,1004.0,32.0,SE,12.07,0.0,0.0
4534,2010,7,8,21,2,,,,70.0,16.0,42.0,1005.0,30.0,SE,16.99,0.0,0.0
4535,2010,7,8,22,2,,,,73.0,18.0,51.0,1006.0,29.0,SE,20.12,0.0,0.0
4536,2010,7,8,23,2,,,,69.0,17.0,51.0,1007.0,28.0,SE,25.04,0.0,0.0
4537,2010,7,9,0,2,,,,86.0,17.0,57.0,1007.0,26.0,SE,29.06,0.0,0.0
4538,2010,7,9,1,2,,,,81.0,16.0,57.0,1007.0,25.0,SE,33.08,0.0,0.0
4539,2010,7,9,2,2,,,,67.0,16.0,57.0,1007.0,25.0,SE,37.1,0.0,0.0
4540,2010,7,9,3,2,,,,69.0,16.0,57.0,1007.0,25.0,SE,40.23,0.0,0.0
4541,2010,7,9,4,2,,,,69.0,16.0,64.0,1007.0,23.0,NW,1.79,0.0,0.0
4542,2010,7,9,5,2,,,,79.0,17.0,68.0,1007.0,23.0,cv,0.89,0.0,0.0
4543,2010,7,9,6,2,,,,84.0,18.0,69.0,1007.0,24.0,cv,1.78,0.0,0.0
4544,2010,7,9,7,2,,,,79.0,17.0,57.0,1007.0,26.0,cv,2.67,0.0,0.0
4545,2010,7,9,8,2,,,,86.0,17.0,54.0,1007.0,27.0,SE,1.79,0.0,0.0
4546,2010,7,9,9,2,,,,96.0,17.0,51.0,1007.0,28.0,SE,4.92,0.0,0.0
4547,2010,7,9,10,2,,,,90.0,17.0,51.0,1007.0,28.0,SE,8.05,0.0,0.0
4548,2010,7,9,11,2,,,,90.0,17.0,48.0,1007.0,29.0,SE,11.18,0.0,0.0
4549,2010,7,9,12,2,,,,97.0,18.0,48.0,1006.0,30.0,SE,15.2,0.0,0.0
4550,2010,7,9,13,2,,,,112.0,19.0,54.0,1006.0,29.0,SE,18.33,0.0,0.0
4551,2010,7,9,14,2,,,,119.0,19.0,51.0,1005.0,30.0,SE,20.12,0.0,0.0
4552,2010,7,9,15,2,,,,123.0,20.0,65.0,1005.0,27.0,SE,21.91,0.0,0.0
4553,2010,7,9,16,2,,,,105.0,21.0,69.0,1004.0,27.0,SE,23.7,0.0,0.0
4554,2010,7,9,17,2,,,,70.0,21.0,65.0,1004.0,28.0,cv,0.89,0.1,0.1
4555,2010,7,9,18,2,,,,83.0,19.0,78.0,1005.0,23.0,SE,4.02,3.2,3.3
4556,2010,7,9,19,2,,,,91.0,21.0,88.0,1006.0,23.0,SE,5.81,2.2,5.5
4557,2010,7,9,20,2,,,,91.0,20.0,88.0,1006.0,22.0,SE,8.94,7.8,13.3
4558,2010,7,9,21,2,,,,74.0,20.0,88.0,1007.0,22.0,cv,0.89,3.8,17.1
4559,2010,7,9,22,2,,,,58.0,20.0,94.0,1006.0,21.0,SE,4.02,12.1,29.2
4560,2010,7,9,23,2,,,,31.0,19.0,88.0,1006.0,21.0,cv,0.89,7.5,36.7
4561,2010,7,10,0,2,,,,40.0,20.0,94.0,1006.0,21.0,NW,1.79,0.9,37.6
4562,2010,7,10,1,2,,,,43.0,19.0,93.0,1006.0,20.0,SE,1.79,1.4,39.0
4563,2010,7,10,2,2,,,,68.0,19.0,88.0,1006.0,21.0,NE,1.79,6.0,45.0
4564,2010,7,10,3,2,,,,73.0,19.0,88.0,1005.0,21.0,SE,1.79,0.1,45.1
4565,2010,7,10,4,2,,,,88.0,20.0,94.0,1005.0,21.0,SE,3.58,0.0,0.0
4566,2010,7,10,5,2,,,,108.0,20.0,94.0,1005.0,21.0,SE,6.71,0.0,0.0
4567,2010,7,10,6,2,,,,106.0,19.0,93.0,1006.0,20.0,SE,9.84,0.0,0.0
4568,2010,7,10,7,2,,,,98.0,19.0,93.0,1006.0,20.0,SE,12.97,0.0,0.0
4569,2010,7,10,8,2,,,,84.0,19.0,88.0,1006.0,21.0,SE,16.1,0.0,0.0
4570,2010,7,10,9,2,,,,79.0,19.0,88.0,1006.0,21.0,SE,17.89,0.4,0.4
4571,2010,7,10,10,2,,,,83.0,20.0,94.0,1006.0,21.0,SE,21.02,0.3,0.7
4572,2010,7,10,11,2,,,,100.0,20.0,88.0,1006.0,22.0,SE,24.15,0.0,0.0
4573,2010,7,10,12,2,,,,116.0,21.0,88.0,1006.0,23.0,SE,25.94,0.0,0.0
4574,2010,7,10,13,2,,,,117.0,20.0,88.0,1006.0,22.0,SE,27.73,2.1,2.1
4575,2010,7,10,14,2,,,,92.0,21.0,94.0,1006.0,22.0,SE,29.52,1.0,3.1
4576,2010,7,10,15,2,,,,72.0,21.0,94.0,1005.0,22.0,cv,0.89,0.0,0.0
4577,2010,7,10,16,2,,,,83.0,21.0,88.0,1005.0,23.0,SE,1.79,0.0,0.0
4578,2010,7,10,17,2,,,,88.0,21.0,88.0,1005.0,23.0,SE,4.92,0.0,0.0
4579,2010,7,10,18,2,,,,77.0,20.0,83.0,1005.0,23.0,SE,8.05,0.0,0.0
4580,2010,7,10,19,2,,,,72.0,19.0,78.0,1005.0,23.0,SE,11.18,0.0,0.0
4581,2010,7,10,20,2,,,,80.0,20.0,83.0,1005.0,23.0,SE,14.31,0.0,0.0
4582,2010,7,10,21,2,,,,71.0,19.0,83.0,1006.0,22.0,SE,17.44,0.8,0.8
4583,2010,7,10,22,2,,,,72.0,20.0,88.0,1005.0,22.0,SE,20.57,0.0,0.0
4584,2010,7,10,23,2,,,,77.0,19.0,83.0,1005.0,22.0,SE,23.7,0.0,0.0
4585,2010,7,11,0,2,,,,99.0,19.0,83.0,1005.0,22.0,SE,27.72,0.0,0.0
4586,2010,7,11,1,2,,,,107.0,19.0,83.0,1005.0,22.0,SE,29.51,0.1,0.1
4587,2010,7,11,2,2,,,,107.0,19.0,83.0,1004.0,22.0,SE,31.3,0.0,0.0
4588,2010,7,11,3,2,,,,110.0,19.0,88.0,1004.0,21.0,SE,34.43,0.0,0.0
4589,2010,7,11,4,2,,,,110.0,19.0,83.0,1004.0,22.0,SE,37.56,0.1,0.1
4590,2010,7,11,5,2,,,,130.0,20.0,88.0,1004.0,22.0,SE,39.35,0.0,0.0
4591,2010,7,11,6,2,,,,165.0,20.0,88.0,1005.0,22.0,SE,41.14,0.0,0.0
4592,2010,7,11,7,2,,,,168.0,20.0,88.0,1005.0,22.0,SE,42.93,0.0,0.0
4593,2010,7,11,8,2,,,,155.0,20.0,88.0,1005.0,22.0,SE,44.72,0.0,0.0
4594,2010,7,11,9,2,,,,181.0,20.0,83.0,1005.0,23.0,SE,46.51,0.0,0.0
4595,2010,7,11,10,2,,,,164.0,20.0,83.0,1005.0,23.0,SE,48.3,0.0,0.0
4596,2010,7,11,11,2,,,,154.0,20.0,83.0,1005.0,23.0,SE,50.09,0.0,0.0
4597,2010,7,11,12,2,,,,178.0,21.0,88.0,1005.0,23.0,SE,51.88,0.3,0.3
4598,2010,7,11,13,2,,,,193.0,21.0,88.0,1004.0,23.0,NE,1.79,0.0,0.0
4599,2010,7,11,14,2,,,,186.0,21.0,88.0,1004.0,23.0,NE,3.58,0.0,0.0
4600,2010,7,11,15,2,,,,192.0,21.0,88.0,1004.0,23.0,cv,0.89,0.0,0.0
4601,2010,7,11,16,2,,,,223.0,22.0,88.0,1004.0,24.0,NE,1.79,0.0,0.0
4602,2010,7,11,17,2,,,,220.0,22.0,88.0,1003.0,24.0,cv,0.89,0.0,0.0
4603,2010,7,11,18,2,,,,193.0,22.0,88.0,1004.0,24.0,NE,1.79,0.0,0.0
4604,2010,7,11,19,2,,,,231.0,22.0,88.0,1004.0,24.0,SE,1.79,0.0,0.0
4605,2010,7,11,20,2,,,,219.0,21.0,83.0,1004.0,24.0,SE,3.58,0.0,0.0
4606,2010,7,11,21,2,,,,211.0,21.0,83.0,1005.0,24.0,SE,6.71,0.0,0.0
4607,2010,7,11,22,2,,,,161.0,21.0,83.0,1006.0,24.0,NE,3.13,1.6,1.6
4608,2010,7,11,23,2,,,,164.0,20.0,83.0,1006.0,23.0,SE,3.13,0.3,1.9
4609,2010,7,12,0,2,,,,60.0,18.0,82.0,1005.0,21.0,SE,4.92,0.0,0.0
4610,2010,7,12,1,2,,,,42.0,19.0,88.0,1005.0,21.0,SE,6.71,0.6,0.6
4611,2010,7,12,2,2,,,,45.0,19.0,88.0,1006.0,21.0,cv,0.89,0.0,0.0
4612,2010,7,12,3,2,,,,45.0,19.0,88.0,1006.0,21.0,NE,1.79,0.0,0.0
4613,2010,7,12,4,2,,,,49.0,20.0,94.0,1006.0,21.0,cv,0.89,0.0,0.0
4614,2010,7,12,5,2,,,,87.0,20.0,94.0,1006.0,21.0,cv,1.78,0.0,0.0
4615,2010,7,12,6,2,,,,92.0,20.0,88.0,1006.0,22.0,cv,2.67,0.0,0.0
4616,2010,7,12,7,2,,,,69.0,20.0,88.0,1006.0,22.0,NW,1.79,0.0,0.0
4617,2010,7,12,8,2,,,,83.0,20.0,88.0,1006.0,22.0,NW,3.58,0.4,0.4
4618,2010,7,12,9,2,,,,86.0,20.0,83.0,1006.0,23.0,NW,5.37,0.0,0.0
4619,2010,7,12,10,2,,,,111.0,20.0,78.0,1006.0,24.0,NW,7.16,0.0,0.0
4620,2010,7,12,11,2,,,,100.0,21.0,83.0,1007.0,24.0,cv,0.89,0.0,0.0
4621,2010,7,12,12,2,,,,104.0,21.0,83.0,1007.0,24.0,SE,1.79,0.0,0.0
4622,2010,7,12,13,2,,,,188.0,21.0,83.0,1006.0,24.0,SE,3.58,0.0,0.0
4623,2010,7,12,14,2,,,,122.0,22.0,88.0,1006.0,24.0,NE,1.79,0.0,0.0
4624,2010,7,12,15,2,,,,155.0,21.0,83.0,1006.0,24.0,NE,3.58,0.0,0.0
4625,2010,7,12,16,2,,,,184.0,21.0,83.0,1006.0,24.0,SE,1.79,0.0,0.0
4626,2010,7,12,17,2,,,,181.0,21.0,78.0,1006.0,25.0,SE,3.58,0.0,0.0
